Date,Close,High,Low,Open,Volume
4/5/2018 22:33,4.41,4.415,4.3988,4.4,9265
4/5/2018 22:34,4.4099,4.41,4.4099,4.41,200
4/5/2018 22:35,4.4099,4.41,4.4,4.41,500
4/5/2018 22:36,4.4,4.41,4.39,4.41,6180
4/5/2018 22:37,4.41,4.41,4.4,4.4,4281
4/5/2018 22:38,4.42,4.42,4.4093,4.41,2750
4/5/2018 22:40,4.4199,4.4199,4.4199,4.4199,100
4/5/2018 22:41,4.415,4.415,4.41,4.41,300
4/5/2018 22:42,4.4103,4.42,4.4103,4.42,600
4/5/2018 22:43,4.42,4.42,4.42,4.42,100
4/5/2018 22:44,4.42,4.42,4.4199,4.4199,200
4/5/2018 22:45,4.405,4.42,4.4,4.4189,9826
4/5/2018 22:46,4.4199,4.4199,4.4067,4.4067,1720
4/5/2018 22:47,4.39,4.41,4.39,4.41,2400
4/5/2018 22:48,4.4,4.4,4.39,4.39,900
4/5/2018 22:50,4.4,4.4,4.4,4.4,400
4/5/2018 22:51,4.42,4.42,4.4,4.4,3300
4/5/2018 22:52,4.41,4.43,4.4,4.43,2125
4/5/2018 22:53,4.39,4.405,4.39,4.4,1000
4/5/2018 22:54,4.39,4.39,4.39,4.39,700
4/5/2018 22:55,4.38,4.39,4.38,4.39,4600
4/5/2018 22:57,4.38,4.38,4.37,4.37,800
4/5/2018 22:58,4.39,4.39,4.38,4.38,200
4/5/2018 22:59,4.38,4.38,4.38,4.38,100
4/5/2018 23:00,4.38,4.3899,4.38,4.3899,200
4/5/2018 23:01,4.385,4.385,4.38,4.38,200
4/5/2018 23:03,4.41,4.41,4.3899,4.3899,2900
4/5/2018 23:04,4.42,4.42,4.41,4.41,1200
4/5/2018 23:05,4.43,4.43,4.43,4.43,200
4/5/2018 23:06,4.43,4.43,4.4299,4.4299,200
4/5/2018 23:07,4.4,4.425,4.4,4.425,5900
4/5/2018 23:08,4.4,4.4,4.4,4.4,100
4/5/2018 23:09,4.3999,4.3999,4.3999,4.3999,100
4/5/2018 23:11,4.4,4.4,4.4,4.4,100
4/5/2018 23:12,4.39,4.3999,4.39,4.3901,312
4/5/2018 23:13,4.39,4.39,4.39,4.39,100
4/5/2018 23:14,4.37,4.39,4.37,4.39,2400
4/5/2018 23:16,4.36,4.36,4.36,4.36,100
4/5/2018 23:17,4.36,4.36,4.36,4.36,100
4/5/2018 23:18,4.3726,4.3726,4.37,4.37,700
4/5/2018 23:19,4.38,4.38,4.38,4.38,100
4/5/2018 23:20,4.375,4.38,4.375,4.38,200
4/5/2018 23:21,4.38,4.38,4.37,4.37,400
4/5/2018 23:22,4.38,4.38,4.38,4.38,200
4/5/2018 23:23,4.395,4.4,4.38,4.38,5325
4/5/2018 23:24,4.41,4.41,4.41,4.41,100
4/5/2018 23:25,4.41,4.41,4.41,4.41,100
4/5/2018 23:26,4.405,4.41,4.405,4.4099,400
4/5/2018 23:27,4.4048,4.41,4.4048,4.41,322
4/5/2018 23:28,4.42,4.42,4.41,4.41,2600
4/5/2018 23:29,4.4,4.425,4.39,4.42,18178
4/5/2018 23:30,4.42,4.42,4.4099,4.41,2200
4/5/2018 23:31,4.41,4.41,4.4,4.41,1365
4/5/2018 23:32,4.41,4.41,4.41,4.41,100
4/5/2018 23:33,4.42,4.42,4.4,4.41,4099
4/5/2018 23:34,4.4,4.41,4.4,4.41,1000
4/5/2018 23:35,4.39,4.4,4.39,4.4,200
4/5/2018 23:36,4.39,4.4,4.39,4.395,500
4/5/2018 23:37,4.395,4.4,4.395,4.4,600
4/5/2018 23:38,4.39,4.4,4.39,4.39,1890
4/5/2018 23:39,4.39,4.4,4.39,4.395,400
4/5/2018 23:40,4.4,4.4,4.39,4.4,800
4/5/2018 23:41,4.4,4.4,4.39,4.4,300
4/5/2018 23:42,4.42,4.42,4.3906,4.3906,3666
4/5/2018 23:43,4.42,4.42,4.42,4.42,300
4/5/2018 23:44,4.4,4.41,4.4,4.41,1900
4/5/2018 23:46,4.41,4.41,4.4,4.4,1000
4/5/2018 23:48,4.425,4.425,4.41,4.42,1100
4/5/2018 23:49,4.435,4.435,4.42,4.4201,3920
4/5/2018 23:50,4.43,4.44,4.43,4.43,1600
4/5/2018 23:51,4.4,4.45,4.4,4.4393,27814
4/5/2018 23:52,4.39,4.3989,4.39,4.3989,1100
4/5/2018 23:53,4.3935,4.395,4.3935,4.395,700
4/5/2018 23:54,4.4,4.4,4.4,4.4,100
4/5/2018 23:55,4.4,4.4,4.4,4.4,600
4/5/2018 23:56,4.39,4.4,4.39,4.3999,1400
4/5/2018 23:57,4.39,4.4,4.39,4.39,1000
4/5/2018 23:58,4.38,4.4,4.38,4.4,1800
4/5/2018 23:59,4.37,4.39,4.37,4.38,2300
4/6/2018 0:00,4.33,4.37,4.33,4.37,9154
4/6/2018 0:01,4.3499,4.35,4.32,4.33,11000
4/6/2018 0:02,4.35,4.35,4.35,4.35,400
4/6/2018 0:03,4.35,4.35,4.35,4.35,879
4/6/2018 0:04,4.38,4.38,4.35,4.35,2200
4/6/2018 0:05,4.39,4.39,4.3802,4.3899,700
4/6/2018 0:06,4.41,4.41,4.39,4.4,1100
4/6/2018 0:07,4.37,4.41,4.37,4.41,5346
4/6/2018 0:08,4.38,4.38,4.37,4.38,800
4/6/2018 0:09,4.37,4.3712,4.36,4.37,2500
4/6/2018 0:10,4.37,4.37,4.37,4.37,100
4/6/2018 0:11,4.38,4.38,4.37,4.37,2300
4/6/2018 0:12,4.39,4.39,4.385,4.39,700
4/6/2018 0:13,4.39,4.39,4.3899,4.39,400
4/6/2018 0:14,4.39,4.395,4.39,4.39,1000
4/6/2018 0:15,4.41,4.41,4.38,4.38,1400
4/6/2018 0:16,4.41,4.41,4.4,4.4099,6000
4/6/2018 0:17,4.39,4.41,4.39,4.41,8142
4/6/2018 0:18,4.4,4.4,4.4,4.4,100
4/6/2018 0:19,4.4,4.4,4.4,4.4,100
4/6/2018 0:20,4.4,4.4,4.39,4.3999,1100
4/6/2018 0:21,4.4,4.4,4.39,4.4,10258
4/6/2018 0:22,4.4,4.4,4.4,4.4,800
4/6/2018 0:23,4.39,4.4,4.39,4.4,300
4/6/2018 0:24,4.39,4.4,4.39,4.4,1400
4/6/2018 0:25,4.4,4.4,4.4,4.4,600
4/6/2018 0:26,4.4,4.4,4.39,4.4,1600
4/6/2018 0:27,4.4,4.4,4.4,4.4,1200
4/6/2018 0:28,4.42,4.42,4.4,4.4,5153
4/6/2018 0:29,4.415,4.42,4.415,4.415,2600
4/6/2018 0:30,4.4,4.42,4.39,4.42,5600
4/6/2018 0:31,4.41,4.41,4.4,4.405,3000
4/6/2018 0:32,4.41,4.41,4.4,4.4,400
4/6/2018 0:33,4.41,4.41,4.41,4.41,200
4/6/2018 0:34,4.41,4.41,4.41,4.41,900
4/6/2018 0:35,4.41,4.41,4.41,4.41,900
4/6/2018 0:36,4.4,4.41,4.4,4.41,3073
4/6/2018 0:37,4.39,4.4,4.39,4.4,400
4/6/2018 0:38,4.39,4.39,4.39,4.39,1600
4/6/2018 0:39,4.39,4.4,4.39,4.4,300
4/6/2018 0:40,4.39,4.4,4.39,4.4,400
4/6/2018 0:41,4.395,4.4,4.39,4.4,1600
4/6/2018 0:42,4.395,4.4,4.39,4.39,1500
4/6/2018 0:43,4.39,4.395,4.39,4.395,600
4/6/2018 0:45,4.395,4.4,4.39,4.4,5500
4/6/2018 0:46,4.395,4.4,4.39,4.395,8132
4/6/2018 0:47,4.36,4.3906,4.36,4.39,7616
4/6/2018 0:48,4.36,4.365,4.36,4.365,800
4/6/2018 0:49,4.36,4.365,4.36,4.36,300
4/6/2018 0:50,4.365,4.365,4.36,4.365,800
4/6/2018 0:51,4.36,4.37,4.36,4.365,700
4/6/2018 0:52,4.36,4.365,4.36,4.36,400
4/6/2018 0:53,4.36,4.37,4.36,4.37,800
4/6/2018 0:54,4.37,4.37,4.36,4.37,2200
4/6/2018 0:55,4.37,4.37,4.36,4.36,4800
4/6/2018 0:56,4.38,4.38,4.37,4.37,600
4/6/2018 0:57,4.38,4.38,4.37,4.38,1680
4/6/2018 0:58,4.38,4.38,4.38,4.38,1500
4/6/2018 0:59,4.37,4.38,4.37,4.37,800
4/6/2018 1:00,4.37,4.38,4.37,4.3799,1890
4/6/2018 1:01,4.38,4.38,4.37,4.37,600
4/6/2018 1:02,4.38,4.38,4.37,4.37,200
4/6/2018 1:03,4.375,4.38,4.37,4.375,1000
4/6/2018 1:04,4.37,4.38,4.37,4.38,500
4/6/2018 1:05,4.37,4.375,4.37,4.375,3541
4/6/2018 1:06,4.37,4.38,4.37,4.37,3100
4/6/2018 1:07,4.36,4.37,4.36,4.36,1100
4/6/2018 1:08,4.38,4.38,4.36,4.36,6757
4/6/2018 1:09,4.38,4.38,4.37,4.38,600
4/6/2018 1:10,4.37,4.38,4.37,4.38,400
4/6/2018 1:11,4.38,4.38,4.38,4.38,200
4/6/2018 1:12,4.4,4.4,4.38,4.38,9224
4/6/2018 1:13,4.39,4.4,4.39,4.4,400
4/6/2018 1:14,4.4,4.4,4.4,4.4,1021
4/6/2018 1:15,4.4,4.4,4.39,4.4,20046
4/6/2018 1:16,4.4,4.4,4.4,4.4,2500
4/6/2018 1:17,4.4,4.4,4.4,4.4,4500
4/6/2018 1:18,4.4,4.41,4.4,4.4,8900
4/6/2018 1:19,4.4,4.4,4.4,4.4,1200
4/6/2018 1:20,4.4,4.4,4.4,4.4,1000
4/6/2018 1:21,4.4,4.4,4.395,4.4,1300
4/6/2018 1:22,4.4,4.4,4.395,4.395,800
4/6/2018 1:23,4.4,4.4,4.395,4.4,1300
4/6/2018 1:24,4.4,4.4,4.39,4.39,3600
4/6/2018 1:25,4.4,4.4,4.39,4.39,4500
4/6/2018 1:26,4.36,4.4,4.3558,4.395,73594
4/6/2018 1:27,4.355,4.36,4.35,4.35,8742
4/6/2018 1:28,4.34,4.36,4.34,4.355,47212
4/6/2018 1:29,4.35,4.35,4.34,4.345,11815
4/6/2018 1:30,4.36,4.365,4.34,4.34,55895
4/6/2018 19:00,4.34,4.34,4.34,4.34,2815
4/6/2018 19:02,4.34,4.34,4.3187,4.3187,650
4/6/2018 19:03,4.36,4.36,4.35,4.35,3300
4/6/2018 19:04,4.36,4.36,4.36,4.36,900
4/6/2018 19:05,4.38,4.38,4.37,4.37,200
4/6/2018 19:06,4.39,4.41,4.39,4.41,2525
4/6/2018 19:07,4.38,4.38,4.37,4.38,600
4/6/2018 19:08,4.38,4.38,4.3798,4.38,525
4/6/2018 19:09,4.4,4.4,4.38,4.38,800
4/6/2018 19:10,4.395,4.4,4.395,4.3999,4900
4/6/2018 19:11,4.345,4.39,4.33,4.39,4000
4/6/2018 19:12,4.334,4.35,4.334,4.337,2550
4/6/2018 19:14,4.35,4.36,4.34,4.36,2200
4/6/2018 19:16,4.4,4.4,4.36,4.36,1312
4/6/2018 19:17,4.37,4.39,4.36,4.39,1700
4/6/2018 19:18,4.36,4.365,4.35,4.365,6609
4/6/2018 19:19,4.3599,4.3599,4.35,4.35,1100
4/6/2018 19:20,4.36,4.36,4.36,4.36,100
4/6/2018 19:21,4.395,4.4,4.36,4.36,7875
4/6/2018 19:22,4.39,4.39,4.39,4.39,4300
4/6/2018 19:23,4.39,4.39,4.39,4.39,100
4/6/2018 19:25,4.38,4.39,4.38,4.39,2200
4/6/2018 19:26,4.3864,4.3864,4.3864,4.3864,200
4/6/2018 19:27,4.39,4.39,4.3826,4.3826,600
4/6/2018 19:28,4.39,4.39,4.39,4.39,100
4/6/2018 19:29,4.395,4.4,4.39,4.39,1100
4/6/2018 19:30,4.4,4.4,4.4,4.4,100
4/6/2018 19:31,4.4,4.4,4.4,4.4,100
4/6/2018 19:33,4.4,4.4,4.395,4.4,1000
4/6/2018 19:34,4.4,4.4,4.4,4.4,200
4/6/2018 19:35,4.4,4.4,4.393,4.393,1200
4/6/2018 19:36,4.36,4.4,4.36,4.39,19300
4/6/2018 19:37,4.33,4.37,4.33,4.37,10000
4/6/2018 19:38,4.35,4.36,4.33,4.33,4000
4/6/2018 19:39,4.35,4.37,4.35,4.36,9168
4/6/2018 19:40,4.345,4.345,4.345,4.345,100
4/6/2018 19:41,4.35,4.35,4.349,4.349,570
4/6/2018 19:42,4.35,4.35,4.35,4.35,100
4/6/2018 19:44,4.35,4.35,4.3499,4.3499,200
4/6/2018 19:45,4.35,4.35,4.35,4.35,1700
4/6/2018 19:46,4.35,4.35,4.35,4.35,1000
4/6/2018 19:47,4.37,4.37,4.36,4.36,4670
4/6/2018 19:48,4.35,4.365,4.35,4.35,1400
4/6/2018 19:49,4.35,4.35,4.35,4.35,4350
4/6/2018 19:51,4.34,4.3405,4.32,4.34,5800
4/6/2018 19:55,4.35,4.35,4.35,4.35,100
4/6/2018 19:56,4.35,4.35,4.35,4.35,800
4/6/2018 19:57,4.37,4.37,4.35,4.35,1500
4/6/2018 19:58,4.31,4.365,4.31,4.36,14700
4/6/2018 19:59,4.3228,4.3228,4.3228,4.3228,250
4/6/2018 20:00,4.34,4.34,4.33,4.33,1700
4/6/2018 20:01,4.315,4.33,4.315,4.33,1400
4/6/2018 20:02,4.32,4.32,4.32,4.32,100
4/6/2018 20:04,4.2701,4.315,4.2701,4.311,17342
4/6/2018 20:05,4.3,4.3,4.275,4.28,11020
4/6/2018 20:06,4.31,4.32,4.3,4.3,1000
4/6/2018 20:07,4.32,4.32,4.3,4.32,4300
4/6/2018 20:08,4.3104,4.315,4.3,4.315,4847
4/6/2018 20:09,4.34,4.34,4.32,4.32,6200
4/6/2018 20:10,4.335,4.335,4.335,4.335,200
4/6/2018 20:11,4.337,4.337,4.337,4.337,100
4/6/2018 20:13,4.31,4.335,4.31,4.335,2700
4/6/2018 20:14,4.3,4.31,4.3,4.31,6202
4/6/2018 20:15,4.32,4.32,4.31,4.31,1200
4/6/2018 20:17,4.33,4.33,4.32,4.32,599
4/6/2018 20:18,4.33,4.33,4.33,4.33,600
4/6/2018 20:19,4.3252,4.3252,4.3252,4.3252,200
4/6/2018 20:20,4.33,4.33,4.33,4.33,200
4/6/2018 20:21,4.331,4.34,4.331,4.34,1100
4/6/2018 20:22,4.345,4.35,4.34,4.34,1700
4/6/2018 20:23,4.33,4.345,4.33,4.345,2000
4/6/2018 20:24,4.34,4.34,4.33,4.33,500
4/6/2018 20:25,4.333,4.35,4.333,4.35,9500
4/6/2018 20:26,4.35,4.35,4.35,4.35,500
4/6/2018 20:27,4.35,4.35,4.35,4.35,3500
4/6/2018 20:28,4.35,4.35,4.35,4.35,1200
4/6/2018 20:29,4.35,4.35,4.35,4.35,200
4/6/2018 20:30,4.35,4.35,4.35,4.35,100
4/6/2018 20:31,4.35,4.35,4.35,4.35,100
4/6/2018 20:32,4.35,4.35,4.35,4.35,800
4/6/2018 20:33,4.35,4.35,4.35,4.35,300
4/6/2018 20:34,4.345,4.35,4.345,4.35,500
4/6/2018 20:35,4.33,4.35,4.32,4.35,9950
4/6/2018 20:36,4.32,4.325,4.32,4.32,300
4/6/2018 20:37,4.32,4.32,4.32,4.32,200
4/6/2018 20:38,4.325,4.325,4.325,4.325,100
4/6/2018 20:39,4.32,4.325,4.32,4.325,800
4/6/2018 20:40,4.325,4.325,4.32,4.32,200
4/6/2018 20:41,4.325,4.325,4.32,4.32,800
4/6/2018 20:42,4.3102,4.325,4.31,4.325,2910
4/6/2018 20:43,4.31,4.315,4.31,4.31,300
4/6/2018 20:44,4.31,4.3101,4.31,4.3101,500
4/6/2018 20:45,4.3,4.31,4.3,4.31,1400
4/6/2018 20:46,4.3,4.3,4.3,4.3,100
4/6/2018 20:47,4.3,4.31,4.3,4.31,4362
4/6/2018 20:49,4.305,4.31,4.3,4.31,900
4/6/2018 20:50,4.3,4.3,4.3,4.3,100
4/6/2018 20:51,4.32,4.32,4.31,4.31,5250
4/6/2018 20:52,4.325,4.33,4.32,4.33,1300
4/6/2018 20:53,4.31,4.325,4.31,4.325,2300
4/6/2018 20:54,4.3,4.31,4.3,4.3,1400
4/6/2018 20:55,4.305,4.305,4.305,4.305,100
4/6/2018 20:56,4.29,4.3,4.29,4.3,6655
4/6/2018 20:57,4.29,4.29,4.29,4.29,1700
4/6/2018 20:58,4.28,4.28,4.28,4.28,300
4/6/2018 21:00,4.28,4.29,4.27,4.28,18200
4/6/2018 21:01,4.2801,4.285,4.28,4.28,5200
4/6/2018 21:02,4.27,4.279,4.27,4.279,1050
4/6/2018 21:03,4.275,4.275,4.27,4.27,300
4/6/2018 21:04,4.27,4.2799,4.27,4.2799,1200
4/6/2018 21:05,4.2728,4.2728,4.2728,4.2728,700
4/6/2018 21:06,4.27,4.28,4.27,4.2701,1200
4/6/2018 21:07,4.27,4.27,4.27,4.27,100
4/6/2018 21:08,4.2798,4.28,4.27,4.27,2786
4/6/2018 21:09,4.27,4.28,4.27,4.275,15000
4/6/2018 21:10,4.28,4.28,4.275,4.275,2400
4/6/2018 21:11,4.275,4.29,4.27,4.275,6349
4/6/2018 21:12,4.28,4.28,4.27,4.28,3700
4/6/2018 21:13,4.29,4.29,4.285,4.29,1900
4/6/2018 21:14,4.29,4.29,4.285,4.285,700
4/6/2018 21:16,4.285,4.285,4.285,4.285,100
4/6/2018 21:17,4.29,4.29,4.29,4.29,100
4/6/2018 21:18,4.285,4.29,4.285,4.29,600
4/6/2018 21:19,4.29,4.29,4.29,4.29,100
4/6/2018 21:20,4.29,4.29,4.2801,4.2801,1680
4/6/2018 21:21,4.285,4.29,4.285,4.29,300
4/6/2018 21:22,4.295,4.295,4.285,4.29,1300
4/6/2018 21:23,4.295,4.295,4.295,4.295,200
4/6/2018 21:24,4.295,4.295,4.2948,4.2948,700
4/6/2018 21:25,4.295,4.295,4.295,4.295,100
4/6/2018 21:27,4.295,4.3,4.295,4.295,14530
4/6/2018 21:28,4.3,4.3,4.295,4.295,400
4/6/2018 21:29,4.295,4.3,4.295,4.295,2370
4/6/2018 21:30,4.295,4.2962,4.295,4.295,700
4/6/2018 21:31,4.2996,4.3,4.295,4.3,1166
4/6/2018 21:33,4.3,4.3,4.295,4.3,400
4/6/2018 21:34,4.3,4.3,4.295,4.295,3100
4/6/2018 21:35,4.3,4.3,4.295,4.295,900
4/6/2018 21:36,4.295,4.295,4.295,4.295,100
4/6/2018 21:37,4.3,4.3,4.295,4.295,1137
4/6/2018 21:38,4.295,4.3,4.295,4.3,600
4/6/2018 21:39,4.3,4.3,4.295,4.3,1900
4/6/2018 21:40,4.3,4.3,4.295,4.295,700
4/6/2018 21:41,4.3,4.3,4.3,4.3,300
4/6/2018 21:42,4.295,4.295,4.295,4.295,100
4/6/2018 21:43,4.3,4.3,4.3,4.3,100
4/6/2018 21:44,4.3,4.3,4.295,4.3,800
4/6/2018 21:45,4.29,4.29,4.29,4.29,300
4/6/2018 21:46,4.295,4.3,4.295,4.3,200
4/6/2018 21:47,4.295,4.295,4.295,4.295,350
4/6/2018 21:48,4.295,4.3,4.295,4.295,700
4/6/2018 21:49,4.3,4.3,4.3,4.3,900
4/6/2018 21:50,4.3,4.3,4.3,4.3,100
4/6/2018 21:53,4.3,4.3,4.3,4.3,100
4/6/2018 21:54,4.3,4.3,4.3,4.3,1200
4/6/2018 21:55,4.29,4.3,4.29,4.2938,1400
4/6/2018 21:57,4.3,4.3,4.3,4.3,100
4/6/2018 21:58,4.3,4.3,4.295,4.3,1600
4/6/2018 21:59,4.3,4.3,4.295,4.295,200
4/6/2018 22:00,4.3,4.3,4.295,4.295,300
4/6/2018 22:01,4.3,4.3,4.3,4.3,200
4/6/2018 22:02,4.295,4.3,4.295,4.3,2080
4/6/2018 22:03,4.295,4.3,4.29,4.3,10200
4/6/2018 22:04,4.29,4.29,4.29,4.29,400
4/6/2018 22:05,4.29,4.29,4.29,4.29,1900
4/6/2018 22:06,4.29,4.2935,4.29,4.29,1700
4/6/2018 22:08,4.29,4.29,4.29,4.29,600
4/6/2018 22:09,4.29,4.29,4.29,4.29,600
4/6/2018 22:11,4.29,4.295,4.29,4.2902,300
4/6/2018 22:12,4.29,4.295,4.29,4.29,800
4/6/2018 22:13,4.29,4.295,4.29,4.295,500
4/6/2018 22:14,4.3,4.3,4.3,4.3,100
4/6/2018 22:15,4.29,4.2936,4.29,4.2936,1100
4/6/2018 22:16,4.29,4.29,4.29,4.29,100
4/6/2018 22:17,4.295,4.295,4.29,4.295,700
4/6/2018 22:18,4.295,4.295,4.29,4.29,200
4/6/2018 22:19,4.3,4.3,4.3,4.3,100
4/6/2018 22:20,4.295,4.295,4.295,4.295,200
4/6/2018 22:21,4.295,4.295,4.295,4.295,100
4/6/2018 22:23,4.295,4.295,4.295,4.295,700
4/6/2018 22:25,4.3,4.3,4.295,4.3,800
4/6/2018 22:26,4.3,4.3,4.29,4.295,3600
4/6/2018 22:27,4.3,4.3,4.295,4.295,5000
4/6/2018 22:28,4.295,4.295,4.295,4.295,100
4/6/2018 22:29,4.295,4.3,4.295,4.3,600
4/6/2018 22:30,4.3,4.3,4.3,4.3,200
4/6/2018 22:31,4.295,4.3,4.295,4.3,300
4/6/2018 22:33,4.29,4.295,4.29,4.295,200
4/6/2018 22:34,4.2998,4.2998,4.29,4.29,700
4/6/2018 22:35,4.295,4.295,4.29,4.29,800
4/6/2018 22:37,4.29,4.295,4.285,4.29,2300
4/6/2018 22:38,4.285,4.29,4.285,4.29,500
4/6/2018 22:41,4.29,4.3,4.285,4.285,1200
4/6/2018 22:42,4.29,4.29,4.29,4.29,400
4/6/2018 22:44,4.29,4.3,4.29,4.295,600
4/6/2018 22:46,4.295,4.295,4.295,4.295,100
4/6/2018 22:47,4.29,4.29,4.29,4.29,200
4/6/2018 22:48,4.3,4.3,4.29,4.29,300
4/6/2018 22:49,4.295,4.295,4.295,4.295,200
4/6/2018 22:50,4.3,4.3,4.3,4.3,100
4/6/2018 22:51,4.2962,4.2962,4.295,4.295,1100
4/6/2018 22:53,4.295,4.295,4.295,4.295,100
4/6/2018 22:54,4.3,4.3,4.2934,4.295,4557
4/6/2018 22:56,4.295,4.3,4.295,4.3,1115
4/6/2018 22:57,4.295,4.295,4.295,4.295,100
4/6/2018 22:58,4.295,4.3,4.295,4.3,4400
4/6/2018 22:59,4.295,4.3,4.295,4.295,600
4/6/2018 23:01,4.295,4.295,4.29,4.29,400
4/6/2018 23:02,4.3,4.3,4.3,4.3,100
4/6/2018 23:04,4.29,4.29,4.29,4.29,100
4/6/2018 23:05,4.295,4.295,4.29,4.29,200
4/6/2018 23:06,4.28,4.29,4.27,4.29,19800
4/6/2018 23:07,4.27,4.2799,4.27,4.2799,300
4/6/2018 23:08,4.27,4.27,4.27,4.27,100
4/6/2018 23:09,4.27,4.27,4.27,4.27,2000
4/6/2018 23:10,4.241,4.27,4.23,4.27,21121
4/6/2018 23:11,4.245,4.25,4.245,4.25,3200
4/6/2018 23:13,4.23,4.245,4.2201,4.245,9050
4/6/2018 23:14,4.2299,4.2299,4.22,4.22,4844
4/6/2018 23:15,4.2202,4.225,4.2202,4.225,210
4/6/2018 23:16,4.25,4.25,4.225,4.225,15200
4/6/2018 23:18,4.25,4.25,4.23,4.24,1736
4/6/2018 23:21,4.23,4.23,4.22,4.23,1200
4/6/2018 23:23,4.24,4.24,4.225,4.225,2460
4/6/2018 23:24,4.2348,4.2348,4.23,4.23,590
4/6/2018 23:25,4.215,4.23,4.21,4.23,6566
4/6/2018 23:26,4.215,4.22,4.21,4.21,500
4/6/2018 23:27,4.2,4.2112,4.2,4.21,8741
4/6/2018 23:28,4.2,4.2,4.2,4.2,300
4/6/2018 23:29,4.17,4.2,4.17,4.2,10095
4/6/2018 23:30,4.16,4.17,4.14,4.17,15088
4/6/2018 23:31,4.2,4.2,4.15,4.15,3988
4/6/2018 23:32,4.19,4.19,4.18,4.18,400
4/6/2018 23:33,4.19,4.2,4.171,4.1884,8800
4/6/2018 23:34,4.18,4.1924,4.18,4.19,3753
4/6/2018 23:35,4.19,4.19,4.185,4.185,200
4/6/2018 23:36,4.2,4.2,4.185,4.185,2800
4/6/2018 23:37,4.21,4.21,4.205,4.205,300
4/6/2018 23:39,4.2,4.2,4.2,4.2,100
4/6/2018 23:40,4.22,4.22,4.2,4.2,1600
4/6/2018 23:41,4.22,4.22,4.22,4.22,500
4/6/2018 23:42,4.23,4.249,4.22,4.24,2085
4/6/2018 23:43,4.25,4.25,4.23,4.23,1600
4/6/2018 23:44,4.27,4.27,4.26,4.26,700
4/6/2018 23:45,4.269,4.269,4.269,4.269,105
4/6/2018 23:46,4.24,4.27,4.24,4.27,2194
4/6/2018 23:47,4.24,4.2444,4.24,4.2444,500
4/6/2018 23:48,4.26,4.27,4.25,4.25,2100
4/6/2018 23:49,4.26,4.26,4.26,4.26,100
4/6/2018 23:50,4.25,4.25,4.25,4.25,400
4/6/2018 23:51,4.2348,4.2348,4.22,4.23,1750
4/6/2018 23:52,4.23,4.23,4.23,4.23,100
4/6/2018 23:53,4.235,4.25,4.23,4.235,2500
4/6/2018 23:54,4.22,4.23,4.22,4.23,1300
4/6/2018 23:56,4.225,4.2265,4.225,4.2265,1200
4/6/2018 23:57,4.23,4.23,4.23,4.23,199
4/6/2018 23:58,4.23,4.23,4.225,4.225,1200
4/6/2018 23:59,4.23,4.23,4.23,4.23,100
4/7/2018 0:00,4.23,4.23,4.23,4.23,200
4/7/2018 0:01,4.2265,4.2265,4.2265,4.2265,800
4/7/2018 0:03,4.245,4.245,4.23,4.23,2800
4/7/2018 0:04,4.245,4.25,4.24,4.24,600
4/7/2018 0:05,4.25,4.25,4.25,4.25,208
4/7/2018 0:08,4.2424,4.25,4.2424,4.25,2600
4/7/2018 0:09,4.245,4.245,4.245,4.245,1500
4/7/2018 0:10,4.24,4.2436,4.24,4.24,4700
4/7/2018 0:12,4.24,4.24,4.24,4.24,350
4/7/2018 0:13,4.21,4.235,4.2,4.235,34800
4/7/2018 0:14,4.21,4.21,4.2,4.205,300
4/7/2018 0:15,4.2,4.21,4.2,4.21,2625
4/7/2018 0:16,4.2,4.2,4.19,4.19,400
4/7/2018 0:17,4.2,4.2,4.19,4.19,5200
4/7/2018 0:18,4.2,4.2,4.19,4.19,400
4/7/2018 0:19,4.19,4.195,4.19,4.19,1200
4/7/2018 0:20,4.195,4.195,4.19,4.19,300
4/7/2018 0:21,4.19,4.195,4.19,4.19,700
4/7/2018 0:22,4.18,4.191,4.18,4.19,2900
4/7/2018 0:23,4.16,4.1805,4.15,4.18,19099
4/7/2018 0:24,4.15,4.169,4.12,4.16,33738
4/7/2018 0:25,4.17,4.179,4.12,4.15,57002
4/7/2018 0:26,4.1202,4.1799,4.1,4.1656,52117
4/7/2018 0:27,4.13,4.14,4.13,4.13,2000
4/7/2018 0:28,4.18,4.18,4.14,4.14,35000
4/7/2018 0:29,4.1565,4.175,4.15,4.17,1950
4/7/2018 0:31,4.16,4.16,4.16,4.16,300
4/7/2018 0:32,4.17,4.17,4.16,4.16,4462
4/7/2018 0:33,4.19,4.19,4.17,4.17,2399
4/7/2018 0:34,4.19,4.19,4.18,4.18,6500
4/7/2018 0:35,4.2,4.2,4.2,4.2,500
4/7/2018 0:37,4.215,4.215,4.21,4.21,2000
4/7/2018 0:38,4.2165,4.2165,4.209,4.209,1600
4/7/2018 0:39,4.19,4.215,4.18,4.2117,19736
4/7/2018 0:40,4.185,4.185,4.18,4.18,200
4/7/2018 0:41,4.17,4.185,4.17,4.18,3700
4/7/2018 0:42,4.17,4.175,4.17,4.175,300
4/7/2018 0:43,4.18,4.18,4.17,4.175,2804
4/7/2018 0:44,4.21,4.21,4.18,4.18,3062
4/7/2018 0:45,4.219,4.219,4.21,4.21,900
4/7/2018 0:46,4.22,4.22,4.22,4.22,2682
4/7/2018 0:47,4.21,4.22,4.2,4.22,3852
