,0,1,2,3,4,5,6,7,8,9
0,4.5,4.497090909090908,-0.010940919037199279,45.945945945945816,23.423423423423905,37.50000000000007,3.009577328219676,-54.05405405405418,0.2155398133333097,0.10283494889227446
1,4.495,4.500727272727272,0.006681514476614556,56.0439560439561,36.93693693693705,33.33333333333313,2.4582184605701123,-43.9560439560439,0.19033803555555281,0.10283494889227446
2,4.4959999999999996,4.501636363636363,0.0022271714922048524,43.66197183098636,50.994950994950955,55.55555555555545,2.007228092867123,-56.33802816901364,0.13275581333332342,0.10283494889227446
3,4.497,4.502363636363636,0.006711409395973211,43.66197183098636,49.85296393747123,55.55555555555545,1.6383771713576063,-56.33802816901364,-0.01625989037037004,0.10283494889227446
4,4.4990000000000006,4.50109090909091,0.0,29.57746478873326,43.66197183098636,62.50000000000042,1.3366000869891859,-70.42253521126675,-0.07542907555555409,0.10283494889227446
5,4.5,4.5012727272727275,0.0022271714922048524,43.66197183098636,36.619718309859806,57.142857142857146,1.089888798551758,-56.33802816901364,-0.006779297777775119,0.10283494889227446
6,4.503,4.5049090909090905,0.006681514476614556,66.66666666666568,36.619718309859806,66.66666666666666,0.8885208037602844,-33.333333333334316,0.10922634666666549,0.10283494889227446
7,4.506,4.508,0.006681514476614556,59.999999999998934,55.16431924882602,66.66666666666666,0.724183026105421,-40.000000000001066,0.1099681555555557,0.10283494889227446
8,4.510999999999999,4.514181818181818,0.008888888888888898,100.0,63.333333333332305,72.72727272727295,0.5903740817588665,-0.0,0.1924255199999998,0.10283494889227446
9,4.514,4.517636363636364,0.002212389380531123,72.72727272727316,79.99999999999946,63.63636363636393,0.481282037521389,-27.272727272726833,0.10682311111110852,0.10283494889227446
10,4.512009999999999,4.515109090909092,-0.004402654867256594,18.363636363635646,86.36363636363657,41.70141784820688,0.391915187737794,-81.63636363636435,-0.08143403555555187,0.10283494889227446
11,4.512829999999999,4.518052727272727,0.006266666666666667,69.45454545454544,45.545454545454405,52.77027027027042,0.31913966210099315,-30.54545454545457,0.07751514814815523,0.10283494889227446
12,4.515829999999999,4.521174545454546,0.006666666666666722,72.72727272727316,43.909090909090544,61.55624036979975,0.2599080392837278,-27.272727272726833,0.13985631703703338,0.10283494889227446
13,4.517830000000001,4.521932727272727,0.006681514476614556,54.545454545453666,71.09090909090929,57.15307582260352,0.2115589443747054,-45.454545454546334,0.044732893333332226,0.10283494889227446
14,4.52183,4.5241454545454545,0.006666666666666722,66.66666666666733,63.63636363636341,64.30615164520725,0.17224673495151568,-33.333333333332675,0.04650015259259612,0.10283494889227446
15,4.519830000000001,4.51654,-0.008849557522123706,0.0,60.606060606060495,44.438264738598626,0.13955949653826744,-100.0,-0.1465928844444423,0.10283494889227446
16,4.517829999999999,4.512934545454546,-0.004424778761061853,30.769230769230347,33.33333333333366,44.438264738598626,0.11271155574195511,-69.23076923076965,-0.15082002518518714,0.10283494889227446
17,4.51583,4.509692727272728,-0.008810572687224677,30.769230769230347,15.384615384615174,44.438264738598626,0.09068049710717803,-69.23076923076965,-0.15569369777778125,0.10283494889227446
18,4.51583,4.514087272727273,0.0022075055187637496,92.3076923076924,30.769230769230347,50.0,0.07320219122979045,-7.692307692307587,0.11885919111110801,0.10283494889227446
19,4.51725,4.519245454545455,0.009799782227061677,91.71428571428592,61.53846153846138,53.659793814432895,0.05940261289698957,-8.28571428571408,0.22371831999999056,0.10283494889227446
20,4.52124,4.523381818181819,0.0026058919659025736,85.7142857142859,92.01098901098916,61.853832442067734,0.04844912378880482,-14.285714285714105,0.19737930074072205,0.10283494889227446
21,4.519419999999999,4.521338181818182,-0.004415011037527695,42.857142857142314,88.71428571428591,44.653349001175066,0.039317891555251686,-57.142857142857686,0.0002426785185201113,0.10283494889227446
22,4.51642,4.517807272727273,-0.004424778761061853,28.57142857142821,64.2857142857141,41.59192825112105,0.03157288420959781,-71.4285714285718,-0.15826289777778157,0.10283494889227446
23,4.51542,4.51664,-0.004415011037527695,42.857142857142314,35.71428571428526,47.19730941704042,0.0251732238996488,-57.142857142857686,-0.11330417777777299,0.10283494889227446
24,4.514429999999999,4.517490909090909,0.008950892857142812,57.2857142857145,35.71428571428526,47.22689075630251,0.020041909681500762,-42.7142857142855,0.03779129629629994,0.10283494889227446
25,4.52012,4.521576363636363,0.008200000000000034,78.16666666666708,50.071428571428406,69.58017894012382,0.016175632596936454,-21.83333333333292,0.11512511999999721,0.10283494889227446
26,4.52112,4.519736363636364,0.002222222222222175,33.33333333333284,67.7261904761908,53.28515111695129,0.01288485976949272,-66.66666666666717,-0.027121119999999464,0.10283494889227446
27,4.52112,4.515896363636363,-0.008810572687224677,16.66666666666642,55.74999999999996,50.0,0.009951496796951106,-83.33333333333358,-0.17422778666666752,0.10283494889227446
28,4.51412,4.506601818181818,-0.016328506667840383,0.0,24.99999999999963,27.003942181340335,0.006934334201344013,-100.0,-0.3762056059259279,0.10283494889227446
29,4.5087,4.5022163636363635,-0.011013215859030798,25.000000000000554,8.33333333333321,33.86904761904778,0.004286078061908069,-74.99999999999945,-0.2793902518518447,0.10283494889227446
30,4.502319999999999,4.496307272727273,-0.00749445676274931,8.266666666667513,12.500000000000277,32.038288288288484,0.001794213274127752,-91.7333333333325,-0.20543546666666745,0.10283494889227446
31,4.49832,4.490430909090909,-0.006666666666666722,0.0,16.633333333334033,36.99609882964899,-0.0005697091491726688,-100.0,-0.284739318518529,0.10283494889227446
32,4.49332,4.481645454545455,-0.01330376940133029,0.0,4.1333333333337565,34.73748473748489,-0.0030254128620711388,-100.0,-0.46766672592592123,0.10283494889227446
